,First_name,Second_name,Regular_price,Special_price
30721,Klapki QUAZI,QZ-58-04-000539 711,239.00,139.00
30722,Sandały QUAZI,QZ-22-04-000532 633,319.00,229.00
30723,Sandały QUAZI,QZ-22-04-000532 644,319.00,229.00
30724,Sandały TOGOSHI,TG-07-04-000192 102,369.00,259.00
30725,Sneakersy TOGOSHI,TG-07-04-000191 646,489.00,219.00
30726,Sneakersy TOGOSHI,TG-19-04-000181 601,469.00,249.00
30727,Sneakersy TOGOSHI,TG-07-04-000191 633,489.00,219.00
30728,Sneakersy TOGOSHI,TG-07-04-000191 632,489.00,209.00
30729,Sneakersy TOGOSHI,TG-07-04-000190 602,489.00,189.00
30730,Sneakersy TOGOSHI,TG-07-04-000189 633,489.00,219.00
30731,Sneakersy TOGOSHI,TG-07-04-000189 623,489.00,209.00
30732,Sneakersy TOGOSHI,TG-07-04-000188 653,469.00,209.00
30733,Sneakersy TOGOSHI,TG-07-04-000188 644,469.00,229.00
30734,Sneakersy TOGOSHI,TG-19-04-000179 615,479.00,199.00
30735,Sandały SERGIO BARDI,SB-39-09-000515 154,239.00,199.00
30736,Sandały SERGIO BARDI,SB-39-09-000515 152,239.00,199.00
30737,Sandały EVA MINGE,EM-44-07-000621 711,429.00,339.00
30738,Sandały EVA MINGE,EM-44-07-000622 725,399.00,
30739,Sneakersy EVA MINGE,EM-08-07-000584 102,479.00,289.00
30740,Espadryle UNISA,Montea Crw Saddle,489.00,339.00
30741,Sandały UNISA,Mirella Vip Ks Teka/Sun/Nac,489.00,359.00
30742,Espadryle UNISA,Gabir Ks Black,369.00,349.00
30743,Espadryle UNISA,Maduro Can Ivory,369.00,269.00
30744,Espadryle UNISA,Jabir Sty Ivory/Blk,469.00,329.00
30745,Klapki UNISA,Chivas Nf Cuio,299.00,179.00
30746,Klapki UNISA,Chivas Nf Black,299.00,179.00
30747,Klapki UNISA,Chelin Ks Limone,389.00,279.00
30748,Espadryle UNISA,Cele 20 ks Mustard,349.00,229.00
30749,Espadryle UNISA,Cadmiel Nude,349.00,229.00
30750,Sandały SERGIO BARDI,SB-45-09-000510 621,219.00,179.00
30751,Espadryle SERGIO BARDI,SB-45-09-000509 685,189.00,149.00
30752,Sandały SERGIO BARDI,SB-45-09-000507 111,169.00,139.00
30753,Japonki SERGIO BARDI,SB-45-09-000506 105,179.00,149.00
30754,Japonki SERGIO BARDI,SB-45-09-000506 104,179.00,149.00
30755,Sandały SERGIO BARDI,SB-45-09-000505 151,179.00,149.00
30756,Japonki QUIKSILVER,AQBL100425 Xkrb,79.00,59.00
30757,Lordsy QUAZI,QZ-18-04-000529 587,259.00,119.00
30758,Japonki QUIKSILVER,AQBL100010 Xbbk,89.00,59.00
30759,Półbuty QUAZI,QZ-18-04-000528 101,259.00,129.00
30760,Półbuty QUAZI,QZ-18-04-000528 121,259.00,129.00
30761,Lordsy QUAZI,QZ-18-04-000529 111,259.00,119.00
30762,Sandały QUAZI,QZ-18-04-000527 137,269.00,219.00
30763,Klapki QUAZI,QZ-18-04-000526 104,219.00,129.00
30764,Klapki QUAZI,QZ-18-04-000526 103,219.00,119.00
30765,Sandały QUAZI,QZ-18-04-000523 671,279.00,199.00
30766,Klapki QUAZI,QZ-18-04-000526 117,219.00,179.00
30767,Japonki QUAZI,QZ-18-04-000522 614,239.00,129.00
30768,Sandały QUAZI,QZ-18-04-000521 671,299.00,249.00
30769,Klapki QUAZI,QZ-18-04-000517 533,239.00,179.00
30770,Espadryle QUAZI,QZ-18-04-000520 101,319.00,229.00
30771,Klapki QUAZI,QZ-18-04-000517 137,239.00,229.00
30772,Klapki QUAZI,QZ-18-04-000517 121,239.00,189.00
